Neg:T:GlobalIndex,Neg:T:Loss
44635.0,15.379093
135985.0,15.379093
163391.0,15.379093
118513.0,15.379093
118515.0,15.379093
143103.0,15.379093
118528.0,15.379093
44501.0,15.379093
44498.0,15.379093
203041.0,15.379093
163390.0,15.379093
44469.0,15.379093
143162.0,15.379093
143088.0,15.379093
17170.0,15.379093
203084.0,15.379093
17174.0,15.379093
203088.0,15.379093
17178.0,15.379093
203091.0,15.379093
44534.0,15.379093
44536.0,15.379093
135968.0,15.379093
135967.0,15.379093
88808.0,15.379093
118463.0,15.379093
202913.0,15.379093
135962.0,15.379093
202924.0,15.379093
202938.0,15.379093
217893.0,15.379093
135964.0,15.379093
135965.0,15.379093
135966.0,15.379093
202961.0,15.379093
88830.0,15.379093
88832.0,15.379093
88588.0,15.379093
88586.0,15.379093
201993.0,15.379093
218273.0,15.379093
117164.0,15.379093
200928.0,15.379093
47590.0,15.379093
47588.0,15.379093
47582.0,15.379093
47576.0,15.379093
129676.0,15.379093
200935.0,15.379093
200938.0,15.379093
129673.0,15.379093
129672.0,15.379093
47556.0,15.379093
88360.0,15.379093
117212.0,15.379093
47607.0,15.379093
47644.0,15.379093
47679.0,15.379093
47678.0,15.379093
135785.0,15.379093
47668.0,15.379093
170105.0,15.379093
47660.0,15.379093
92451.0,15.379093
47645.0,15.379093
16340.0,15.379093
200905.0,15.379093
47643.0,15.379093
47642.0,15.379093
16343.0,15.379093
16344.0,15.379093
47641.0,15.379093
144016.0,15.379093
166627.0,15.379093
117214.0,15.379093
117216.0,15.379093
117221.0,15.379093
129640.0,15.379093
143919.0,15.379093
96504.0,15.379093
88404.0,15.379093
117314.0,15.379093
117320.0,15.379093
117322.0,15.379093
117331.0,15.379093
129643.0,15.379093
201206.0,15.379093
201058.0,15.379093
96497.0,15.379093
135810.0,15.379093
201211.0,15.379093
117348.0,15.379093
47254.0,15.379093
47252.0,15.379093
117356.0,15.379093
117361.0,15.379093
201137.0,15.379093
96512.0,15.379093
16397.0,15.379093
47446.0,15.379093
16399.0,15.379093
201064.0,15.379093
201081.0,15.379093
143950.0,15.379093
201083.0,15.379093
201103.0,15.379093
117253.0,15.379093
92445.0,15.379093
201109.0,15.379093
96513.0,15.379093
218228.0,15.379093
135799.0,15.379093
117278.0,15.379093
117284.0,15.379093
47688.0,15.379093
47698.0,15.379093
47701.0,15.379093
48007.0,15.379093
218323.0,15.379093
16224.0,15.379093
48035.0,15.379093
200700.0,15.379093
48022.0,15.379093
47999.0,15.379093
16259.0,15.379093
47987.0,15.379093
200731.0,15.379093
47972.0,15.379093
47964.0,15.379093
135779.0,15.379093
218314.0,15.379093
200736.0,15.379093
47944.0,15.379093
48075.0,15.379093
116967.0,15.379093
48092.0,15.379093
200595.0,15.379093
116906.0,15.379093
116912.0,15.379093
16192.0,15.379093
48206.0,15.379093
116914.0,15.379093
200612.0,15.379093
48190.0,15.379093
200615.0,15.379093
48173.0,15.379093
48165.0,15.379093
48164.0,15.379093
135768.0,15.379093
48134.0,15.379093
48130.0,15.379093
170152.0,15.379093
117105.0,15.379093
200802.0,15.379093
117088.0,15.379093
47790.0,15.379093
47788.0,15.379093
163126.0,15.379093
170128.0,15.379093
117098.0,15.379093
16306.0,15.379093
117106.0,15.379093
47916.0,15.379093
200836.0,15.379093
163128.0,15.379093
16315.0,15.379093
16316.0,15.379093
47737.0,15.379093
96532.0,15.379093
47712.0,15.379093
117079.0,15.379093
88311.0,15.379093
170131.0,15.379093
96547.0,15.379093
16262.0,15.379093
16263.0,15.379093
47896.0,15.379093
218305.0,15.379093
117044.0,15.379093
47875.0,15.379093
47869.0,15.379093
47865.0,15.379093
218301.0,15.379093
47863.0,15.379093
218296.0,15.379093
47857.0,15.379093
218293.0,15.379093
200755.0,15.379093
96548.0,15.379093
218291.0,15.379093
47223.0,15.379093
47222.0,15.379093
46439.0,15.379093
218082.0,15.379093
201779.0,15.379093
143635.0,15.379093
201807.0,15.379093
46399.0,15.379093
46396.0,15.379093
46393.0,15.379093
16666.0,15.379093
170014.0,15.379093
16667.0,15.379093
16668.0,15.379093
88536.0,15.379093
16670.0,15.379093
218078.0,15.379093
117739.0,15.379093
88542.0,15.379093
16653.0,15.379093
16650.0,15.379093
135814.0,15.379093
143714.0,15.379093
201614.0,15.379093
46587.0,15.379093
46586.0,15.379093
129557.0,15.379093
218107.0,15.379093
201644.0,15.379093
143701.0,15.379093
201731.0,15.379093
143694.0,15.379093
46522.0,15.379093
46511.0,15.379093
16640.0,15.379093
170019.0,15.379093
135857.0,15.379093
201727.0,15.379093
201729.0,15.379093
117759.0,15.379093
96431.0,15.379093
117765.0,15.379093
160250.0,15.379093
201932.0,15.379093
46139.0,15.379093
46137.0,15.379093
117837.0,15.379093
46108.0,15.379093
117845.0,15.379093
117849.0,15.379093
46062.0,15.379093
46036.0,15.379093
16747.0,15.379093
117865.0,15.379093
16749.0,15.379093
16752.0,15.379093
46014.0,15.379093
143520.0,15.379093
201908.0,15.379093
16686.0,15.379093
46305.0,15.379093
96429.0,15.379093
46302.0,15.379093
201848.0,15.379093
117775.0,15.379093
16694.0,15.379093
218063.0,15.379093
201883.0,15.379093
129542.0,15.379093
16708.0,15.379093
46230.0,15.379093
143578.0,15.379093
46209.0,15.379093
16713.0,15.379093
46189.0,15.379093
218121.0,15.379093
117615.0,15.379093
16523.0,15.379093
47096.0,15.379093
143864.0,15.379093
143863.0,15.379093
16506.0,15.379093
47051.0,15.379093
201362.0,15.379093
16521.0,15.379093
96480.0,15.379093
47006.0,15.379093
143816.0,15.379093
46990.0,15.379093
46984.0,15.379093
117466.0,15.379093
117475.0,15.379093
46941.0,15.379093
117479.0,15.379093
47106.0,15.379093
47112.0,15.379093
201297.0,15.379093
117408.0,15.379093
47218.0,15.379093
47217.0,15.379093
129622.0,15.379093
47216.0,15.379093
47214.0,15.379093
164983.0,15.379093
47212.0,15.379093
88421.0,15.379093
201253.0,15.379093
143879.0,15.379093
88422.0,15.379093
92432.0,15.379093
117381.0,15.379093
47179.0,15.379093
47157.0,15.379093
47154.0,15.379093
117614.0,15.379093
16599.0,15.379093
16583.0,15.379093
201498.0,15.379093
117573.0,15.379093
16589.0,15.379093
16593.0,15.379093
16594.0,15.379093
117592.0,15.379093
46693.0,15.379093
143813.0,15.379093
46692.0,15.379093
16603.0,15.379093
16604.0,15.379093
46691.0,15.379093
16606.0,15.379093
117609.0,15.379093
46638.0,15.379093
201592.0,15.379093
16581.0,15.379093
46754.0,15.379093
16578.0,15.379093
143782.0,15.379093
46865.0,15.379093
46856.0,15.379093
96469.0,15.379093
218144.0,15.379093
96467.0,15.379093
117532.0,15.379093
46827.0,15.379093
164981.0,15.379093
201454.0,15.379093
16564.0,15.379093
143786.0,15.379093
143785.0,15.379093
143783.0,15.379093
46762.0,15.379093
46760.0,15.379093
16576.0,15.379093
118724.0,15.379093
41269.0,15.379093
204866.0,15.379093
204869.0,15.379093
119762.0,15.379093
204874.0,15.379093
119766.0,15.379093
204892.0,15.379093
18069.0,15.379093
142225.0,15.379093
18057.0,15.379093
89280.0,15.379093
18079.0,15.379093
142221.0,15.379093
142212.0,15.379093
142211.0,15.379093
119793.0,15.379093
41215.0,15.379093
142205.0,15.379093
204864.0,15.379093
18056.0,15.379093
119694.0,15.379093
41426.0,15.379093
119699.0,15.379093
41471.0,15.379093
119712.0,15.379093
41429.0,15.379093
217517.0,15.379093
41428.0,15.379093
204705.0,15.379093
204863.0,15.379093
204750.0,15.379093
204751.0,15.379093
217506.0,15.379093
119731.0,15.379093
204812.0,15.379093
204823.0,15.379093
119754.0,15.379093
217497.0,15.379093
169374.0,15.379093
41185.0,15.379093
217476.0,15.379093
205037.0,15.379093
41075.0,15.379093
41073.0,15.379093
96004.0,15.379093
41065.0,15.379093
142154.0,15.379093
41055.0,15.379093
41036.0,15.379093
18151.0,15.379093
142142.0,15.379093
18154.0,15.379093
41004.0,15.379093
18158.0,15.379093
40994.0,15.379093
18161.0,15.379093
142165.0,15.379093
119860.0,15.379093
41095.0,15.379093
166797.0,15.379093
142192.0,15.379093
142188.0,15.379093
205006.0,15.379093
119843.0,15.379093
205009.0,15.379093
166801.0,15.379093
18107.0,15.379093
18109.0,15.379093
142167.0,15.379093
119851.0,15.379093
166803.0,15.379093
41114.0,15.379093
41099.0,15.379093
41097.0,15.379093
204691.0,15.379093
163589.0,15.379093
142965.0,15.379093
217558.0,15.379093
41922.0,15.379093
129106.0,15.379093
204444.0,15.379093
136194.0,15.379093
142345.0,15.379093
142344.0,15.379093
136196.0,15.379093
119558.0,15.379093
204433.0,15.379093
204483.0,15.379093
119567.0,15.379093
89179.0,15.379093
41859.0,15.379093
164913.0,15.379093
41852.0,15.379093
94479.0,15.379093
41928.0,15.379093
41945.0,15.379093
42037.0,15.379093
42036.0,15.379093
42034.0,15.379093
204402.0,15.379093
42016.0,15.379093
204403.0,15.379093
42010.0,15.379093
41984.0,15.379093
204418.0,15.379093
204420.0,15.379093
41964.0,15.379093
41960.0,15.379093
41958.0,15.379093
41954.0,15.379093
136192.0,15.379093
41952.0,15.379093
41850.0,15.379093
41849.0,15.379093
41846.0,15.379093
142308.0,15.379093
92265.0,15.379093
119643.0,15.379093
41627.0,15.379093
41623.0,15.379093
94480.0,15.379093
41600.0,15.379093
142309.0,15.379093
41576.0,15.379093
142291.0,15.379093
41840.0,15.379093
204655.0,15.379093
41547.0,15.379093
18008.0,15.379093
163588.0,15.379093
217530.0,15.379093
41513.0,15.379093
41509.0,15.379093
217535.0,15.379093
119642.0,15.379093
119640.0,15.379093
41826.0,15.379093
142337.0,15.379093
119580.0,15.379093
204505.0,15.379093
17950.0,15.379093
204517.0,15.379093
119582.0,15.379093
129090.0,15.379093
41795.0,15.379093
41760.0,15.379093
41756.0,15.379093
41735.0,15.379093
41733.0,15.379093
41724.0,15.379093
204585.0,15.379093
41682.0,15.379093
40977.0,15.379093
142139.0,15.379093
205071.0,15.379093
40209.0,15.379093
120174.0,15.379093
40248.0,15.379093
217335.0,15.379093
120181.0,15.379093
18361.0,15.379093
40231.0,15.379093
40222.0,15.379093
40214.0,15.379093
40207.0,15.379093
40276.0,15.379093
141873.0,15.379093
40193.0,15.379093
40175.0,15.379093
40174.0,15.379093
128952.0,15.379093
205496.0,15.379093
89407.0,15.379093
40280.0,15.379093
205084.0,15.379093
92223.0,15.379093
205377.0,15.379093
120122.0,15.379093
40391.0,15.379093
40375.0,15.379093
205385.0,15.379093
40364.0,15.379093
217358.0,15.379093
205429.0,15.379093
217354.0,15.379093
40316.0,15.379093
40308.0,15.379093
40307.0,15.379093
40304.0,15.379093
205439.0,15.379093
205440.0,15.379093
205446.0,15.379093
141773.0,15.379093
141804.0,15.379093
141797.0,15.379093
205666.0,15.379093
95923.0,15.379093
39888.0,15.379093
39886.0,15.379093
39883.0,15.379093
95922.0,15.379093
169203.0,15.379093
40115.0,15.379093
205709.0,15.379093
95919.0,15.379093
18449.0,15.379093
205713.0,15.379093
141759.0,15.379093
169200.0,15.379093
205746.0,15.379093
89475.0,15.379093
205652.0,15.379093
205651.0,15.379093
141814.0,15.379093
40102.0,15.379093
205534.0,15.379093
205562.0,15.379093
18401.0,15.379093
40048.0,15.379093
95934.0,15.379093
18404.0,15.379093
95933.0,15.379093
18407.0,15.379093
141851.0,15.379093
40003.0,15.379093
39984.0,15.379093
39948.0,15.379093
89384.0,15.379093
120113.0,15.379093
40421.0,15.379093
89350.0,15.379093
18205.0,15.379093
40746.0,15.379093
205189.0,15.379093
129003.0,15.379093
40734.0,15.379093
18212.0,15.379093
18213.0,15.379093
18214.0,15.379093
18216.0,15.379093
142063.0,15.379093
40696.0,15.379093
169289.0,15.379093
18222.0,15.379093
40683.0,15.379093
40674.0,15.379093
128999.0,15.379093
40672.0,15.379093
18200.0,15.379093
142095.0,15.379093
40932.0,15.379093
142130.0,15.379093
119928.0,15.379093
205110.0,15.379093
119938.0,15.379093
40839.0,15.379093
95992.0,15.379093
95990.0,15.379093
205137.0,15.379093
205142.0,15.379093
40798.0,15.379093
217460.0,15.379093
129012.0,15.379093
142104.0,15.379093
18231.0,15.379093
18233.0,15.379093
40445.0,15.379093
18284.0,15.379093
40561.0,15.379093
163681.0,15.379093
141960.0,15.379093
205308.0,15.379093
18279.0,15.379093
40525.0,15.379093
120088.0,15.379093
40506.0,15.379093
205205.0,15.379093
18287.0,15.379093
40494.0,15.379093
18289.0,15.379093
205319.0,15.379093
40466.0,15.379093
40462.0,15.379093
40461.0,15.379093
40459.0,15.379093
205281.0,15.379093
95972.0,15.379093
141969.0,15.379093
142036.0,15.379093
128997.0,15.379093
95979.0,15.379093
142027.0,15.379093
128995.0,15.379093
128994.0,15.379093
89358.0,15.379093
217404.0,15.379093
40621.0,15.379093
40618.0,15.379093
40617.0,15.379093
40614.0,15.379093
40597.0,15.379093
141989.0,15.379093
141975.0,15.379093
205259.0,15.379093
42049.0,15.379093
43272.0,15.379093
203746.0,15.379093
203749.0,15.379093
119013.0,15.379093
142743.0,15.379093
203764.0,15.379093
142740.0,15.379093
43275.0,15.379093
43273.0,15.379093
43271.0,15.379093
43316.0,15.379093
43270.0,15.379093
43269.0,15.379093
43268.0,15.379093
43267.0,15.379093
203780.0,15.379093
142731.0,15.379093
169611.0,15.379093
119009.0,15.379093
43319.0,15.379093
142591.0,15.379093
203709.0,15.379093
43434.0,15.379093
43428.0,15.379093
118961.0,15.379093
88971.0,15.379093
203698.0,15.379093
88976.0,15.379093
129251.0,15.379093
203710.0,15.379093
43320.0,15.379093
43381.0,15.379093
88977.0,15.379093
43370.0,15.379093
118990.0,15.379093
43343.0,15.379093
129245.0,15.379093
118999.0,15.379093
142748.0,15.379093
217722.0,15.379093
203969.0,15.379093
89036.0,15.379093
43008.0,15.379093
43006.0,15.379093
43005.0,15.379093
43002.0,15.379093
129216.0,15.379093
142612.0,15.379093
203817.0,15.379093
203975.0,15.379093
42975.0,15.379093
89041.0,15.379093
17589.0,15.379093
96163.0,15.379093
169594.0,15.379093
204002.0,15.379093
142592.0,15.379093
142616.0,15.379093
169597.0,15.379093
89028.0,15.379093
17565.0,15.379093
89007.0,15.379093
136143.0,15.379093
17540.0,15.379093
89009.0,15.379093
43143.0,15.379093
43141.0,15.379093
43133.0,15.379093
203864.0,15.379093
203865.0,15.379093
119114.0,15.379093
43056.0,15.379093
119126.0,15.379093
217728.0,15.379093
17560.0,15.379093
17561.0,15.379093
17562.0,15.379093
169624.0,15.379093
203655.0,15.379093
142905.0,15.379093
142904.0,15.379093
43799.0,15.379093
43797.0,15.379093
217777.0,15.379093
142888.0,15.379093
136098.0,15.379093
136100.0,15.379093
142882.0,15.379093
43727.0,15.379093
142875.0,15.379093
163432.0,15.379093
142866.0,15.379093
43739.0,15.379093
17386.0,15.379093
43738.0,15.379093
17391.0,15.379093
43733.0,15.379093
88923.0,15.379093
43846.0,15.379093
94439.0,15.379093
17357.0,15.379093
136053.0,15.379093
203334.0,15.379093
43950.0,15.379093
43943.0,15.379093
43929.0,15.379093
118742.0,15.379093
17341.0,15.379093
118744.0,15.379093
17343.0,15.379093
142954.0,15.379093
203378.0,15.379093
142952.0,15.379093
203399.0,15.379093
203412.0,15.379093
203425.0,15.379093
43732.0,15.379093
142860.0,15.379093
43494.0,15.379093
203598.0,15.379093
217768.0,15.379093
203599.0,15.379093
203624.0,15.379093
118923.0,15.379093
43498.0,15.379093
43496.0,15.379093
17447.0,15.379093
94447.0,15.379093
118935.0,15.379093
118936.0,15.379093
142809.0,15.379093
43472.0,15.379093
43470.0,15.379093
129259.0,15.379093
203578.0,15.379093
142853.0,15.379093
142850.0,15.379093
43704.0,15.379093
136102.0,15.379093
17403.0,15.379093
203526.0,15.379093
43677.0,15.379093
43674.0,15.379093
43654.0,15.379093
43653.0,15.379093
43651.0,15.379093
43635.0,15.379093
118879.0,15.379093
43590.0,15.379093
43586.0,15.379093
43581.0,15.379093
118894.0,15.379093
204009.0,15.379093
119191.0,15.379093
42058.0,15.379093
17800.0,15.379093
42391.0,15.379093
142492.0,15.379093
42379.0,15.379093
42361.0,15.379093
42345.0,15.379093
42344.0,15.379093
42338.0,15.379093
204209.0,15.379093
17802.0,15.379093
42399.0,15.379093
96123.0,15.379093
17806.0,15.379093
142449.0,15.379093
129141.0,15.379093
217611.0,15.379093
129139.0,15.379093
204241.0,15.379093
204242.0,15.379093
42392.0,15.379093
42486.0,15.379093
217625.0,15.379093
17751.0,15.379093
17752.0,15.379093
42499.0,15.379093
17754.0,15.379093
42497.0,15.379093
42494.0,15.379093
42488.0,15.379093
42485.0,15.379093
42436.0,15.379093
217617.0,15.379093
42484.0,15.379093
204174.0,15.379093
119360.0,15.379093
94468.0,15.379093
92290.0,15.379093
42462.0,15.379093
96134.0,15.379093
17814.0,15.379093
17815.0,15.379093
142447.0,15.379093
42116.0,15.379093
142403.0,15.379093
42152.0,15.379093
17855.0,15.379093
42148.0,15.379093
119484.0,15.379093
42121.0,15.379093
42119.0,15.379093
129130.0,15.379093
42112.0,15.379093
42104.0,15.379093
42098.0,15.379093
42095.0,15.379093
119498.0,15.379093
142391.0,15.379093
204359.0,15.379093
204362.0,15.379093
204374.0,15.379093
17848.0,15.379093
119472.0,15.379093
142443.0,15.379093
17820.0,15.379093
42274.0,15.379093
142441.0,15.379093
42268.0,15.379093
142428.0,15.379093
142416.0,15.379093
42219.0,15.379093
17832.0,15.379093
42217.0,15.379093
17834.0,15.379093
42216.0,15.379093
142412.0,15.379093
42198.0,15.379093
17841.0,15.379093
119467.0,15.379093
204307.0,15.379093
119351.0,15.379093
204167.0,15.379093
42529.0,15.379093
142555.0,15.379093
42828.0,15.379093
129199.0,15.379093
204087.0,15.379093
204088.0,15.379093
142562.0,15.379093
119273.0,15.379093
142560.0,15.379093
89070.0,15.379093
142554.0,15.379093
142552.0,15.379093
42770.0,15.379093
204107.0,15.379093
42764.0,15.379093
42762.0,15.379093
42761.0,15.379093
42757.0,15.379093
42755.0,15.379093
17639.0,15.379093
129204.0,15.379093
42848.0,15.379093
142590.0,15.379093
142587.0,15.379093
129212.0,15.379093
119201.0,15.379093
129210.0,15.379093
217714.0,15.379093
204028.0,15.379093
129208.0,15.379093
96153.0,15.379093
42881.0,15.379093
89062.0,15.379093
204058.0,15.379093
119245.0,15.379093
42751.0,15.379093
42742.0,15.379093
42531.0,15.379093
42591.0,15.379093
163526.0,15.379093
42622.0,15.379093
17715.0,15.379093
217663.0,15.379093
217655.0,15.379093
129165.0,15.379093
204154.0,15.379093
129163.0,15.379093
129162.0,15.379093
17674.0,15.379093
163527.0,15.379093
119328.0,15.379093
42560.0,15.379093
42559.0,15.379093
217638.0,15.379093
42557.0,15.379093
42542.0,15.379093
204163.0,15.379093
129171.0,15.379093
119313.0,15.379093
17675.0,15.379093
89074.0,15.379093
17677.0,15.379093
17678.0,15.379093
42729.0,15.379093
42726.0,15.379093
42724.0,15.379093
42720.0,15.379093
42711.0,15.379093
42710.0,15.379093
17690.0,15.379093
17691.0,15.379093
42707.0,15.379093
42705.0,15.379093
42698.0,15.379093
42697.0,15.379093
119306.0,15.379093
116891.0,15.379093
116889.0,15.379093
16184.0,15.379093
53482.0,15.379093
114317.0,15.379093
114318.0,15.379093
130359.0,15.379093
14569.0,15.379093
114323.0,15.379093
171067.0,15.379093
114329.0,15.379093
197016.0,15.379093
114339.0,15.379093
219058.0,15.379093
92677.0,15.379093
14582.0,15.379093
114353.0,15.379093
197045.0,15.379093
14591.0,15.379093
197099.0,15.379093
53369.0,15.379093
53515.0,15.379093
130362.0,15.379093
53614.0,15.379093
147117.0,15.379093
53605.0,15.379093
196969.0,15.379093
196972.0,15.379093
53591.0,15.379093
14538.0,15.379093
53589.0,15.379093
14548.0,15.379093
114316.0,15.379093
14550.0,15.379093
87218.0,15.379093
130364.0,15.379093
53537.0,15.379093
53535.0,15.379093
53530.0,15.379093
53359.0,15.379093
114413.0,15.379093
53129.0,15.379093
114495.0,15.379093
87308.0,15.379093
197282.0,15.379093
197317.0,15.379093
170980.0,15.379093
197333.0,15.379093
197349.0,15.379093
53127.0,15.379093
53354.0,15.379093
53125.0,15.379093
53123.0,15.379093
14662.0,15.379093
53121.0,15.379093
53113.0,15.379093
14668.0,15.379093
146855.0,15.379093
130317.0,15.379093
97071.0,15.379093
146907.0,15.379093
14639.0,15.379093
146972.0,15.379093
92669.0,15.379093
53326.0,15.379093
53305.0,15.379093
219024.0,15.379093
114458.0,15.379093
166424.0,15.379093
114461.0,15.379093
219019.0,15.379093
97079.0,15.379093
97075.0,15.379093
166433.0,15.379093
97073.0,15.379093
53229.0,15.379093
53227.0,15.379093
197263.0,15.379093
53625.0,15.379093
54002.0,15.379093
196679.0,15.379093
97169.0,15.379093
114085.0,15.379093
114087.0,15.379093
53964.0,15.379093
114089.0,15.379093
53957.0,15.379093
114061.0,15.379093
114109.0,15.379093
14441.0,15.379093
114111.0,15.379093
114112.0,15.379093
53908.0,15.379093
130400.0,15.379093
53904.0,15.379093
196670.0,15.379093
196953.0,15.379093
114025.0,15.379093
171243.0,15.379093
54124.0,15.379093
114000.0,15.379093
147526.0,15.379093
196611.0,15.379093
97175.0,15.379093
87110.0,15.379093
196634.0,15.379093
130417.0,15.379093
135344.0,15.379093
114051.0,15.379093
135345.0,15.379093
114052.0,15.379093
114125.0,15.379093
14454.0,15.379093
14510.0,15.379093
53719.0,15.379093
196901.0,15.379093
14499.0,15.379093
171124.0,15.379093
196903.0,15.379093
53706.0,15.379093
114231.0,15.379093
53702.0,15.379093
196800.0,15.379093
14512.0,15.379093
162738.0,15.379093
14517.0,15.379093
114255.0,15.379093
53648.0,15.379093
53639.0,15.379093
97124.0,15.379093
196895.0,15.379093
114222.0,15.379093
94240.0,15.379093
53744.0,15.379093
97154.0,15.379093
53830.0,15.379093
114158.0,15.379093
14469.0,15.379093
14470.0,15.379093
14471.0,15.379093
14473.0,15.379093
14475.0,15.379093
196861.0,15.379093
130390.0,15.379093
171129.0,15.379093
219086.0,15.379093
147232.0,15.379093
147231.0,15.379093
147227.0,15.379093
53099.0,15.379093
197379.0,15.379093
52536.0,15.379093
52533.0,15.379093
52527.0,15.379093
14871.0,15.379093
14873.0,15.379093
52512.0,15.379093
14875.0,15.379093
52490.0,15.379093
87461.0,15.379093
52461.0,15.379093
52448.0,15.379093
