Pos:T:GlobalIndex,Pos:T:Loss
49227.0,15.379093
144720.0,15.379093
200115.0,15.379093
200126.0,15.379093
165017.0,15.379093
52126.0,15.379093
198529.0,15.379093
146033.0,15.379093
146028.0,15.379093
115308.0,15.379093
218786.0,15.379093
51322.0,15.379093
198097.0,15.379093
198045.0,15.379093
198209.0,15.379093
115147.0,15.379093
50681.0,15.379093
145736.0,15.379093
50796.0,15.379093
198937.0,15.379093
50752.0,15.379093
145538.0,15.379093
218646.0,15.379093
50506.0,15.379093
51151.0,15.379093
198887.0,15.379093
135588.0,15.379093
115583.0,15.379093
198854.0,15.379093
215613.0,15.379093
211674.0,15.379093
124843.0,15.379093
211809.0,15.379093
136962.0,15.379093
127661.0,15.379093
124598.0,15.379093
215714.0,15.379093
215713.0,15.379093
211159.0,15.379093
164299.0,15.379093
124670.0,15.379093
212342.0,15.379093
167638.0,15.379093
212284.0,15.379093
127561.0,15.379093
125116.0,15.379093
211942.0,15.379093
125018.0,15.379093
215775.0,15.379093
127963.0,15.379093
164761.0,15.379093
139502.0,15.379093
216002.0,15.379093
168105.0,15.379093
124009.0,15.379093
136768.0,15.379093
210140.0,15.379093
128009.0,15.379093
210284.0,15.379093
210184.0,15.379093
94705.0,15.379093
215825.0,15.379093
167081.0,15.379093
95314.0,15.379093
124130.0,15.379093
210807.0,15.379093
164247.0,15.379093
215007.0,15.379093
126573.0,15.379093
214984.0,15.379093
214985.0,15.379093
126721.0,15.379093
213713.0,15.379093
213826.0,15.379093
215032.0,15.379093
126547.0,15.379093
213835.0,15.379093
213901.0,15.379093
91408.0,15.379093
213910.0,15.379093
214633.0,15.379093
127151.0,15.379093
127149.0,15.379093
214364.0,15.379093
214325.0,15.379093
137410.0,15.379093
137405.0,15.379093
212907.0,15.379093
215276.0,15.379093
212963.0,15.379093
127446.0,15.379093
212980.0,15.379093
167489.0,15.379093
213475.0,15.379093
215165.0,15.379093
213405.0,15.379093
213627.0,15.379093
137816.0,15.379093
213576.0,15.379093
213134.0,15.379093
127400.0,15.379093
215230.0,15.379093
213098.0,15.379093
126103.0,15.379093
207148.0,15.379093
89789.0,15.379093
136424.0,15.379093
216934.0,15.379093
121116.0,15.379093
141218.0,15.379093
128587.0,15.379093
89912.0,15.379093
89886.0,15.379093
140886.0,15.379093
140883.0,15.379093
140872.0,15.379093
207604.0,15.379093
89924.0,15.379093
121941.0,15.379093
89825.0,15.379093
89824.0,15.379093
121717.0,15.379093
207517.0,15.379093
94523.0,15.379093
94521.0,15.379093
120690.0,15.379093
120720.0,15.379093
120724.0,15.379093
169152.0,15.379093
128917.0,15.379093
141710.0,15.379093
128897.0,15.379093
120970.0,15.379093
217033.0,15.379093
128687.0,15.379093
121029.0,15.379093
120803.0,15.379093
141415.0,15.379093
209447.0,15.379093
209453.0,15.379093
91953.0,15.379093
209286.0,15.379093
123179.0,15.379093
95488.0,15.379093
122819.0,15.379093
216330.0,15.379093
216329.0,15.379093
209209.0,15.379093
122996.0,15.379093
163985.0,15.379093
122933.0,15.379093
122934.0,15.379093
209162.0,15.379093
209876.0,15.379093
209917.0,15.379093
123504.0,15.379093
168264.0,15.379093
209809.0,15.379093
164015.0,15.379093
123290.0,15.379093
168329.0,15.379093
209800.0,15.379093
209761.0,15.379093
209735.0,15.379093
140513.0,15.379093
163882.0,15.379093
166901.0,15.379093
92038.0,15.379093
208077.0,15.379093
208003.0,15.379093
94611.0,15.379093
168542.0,15.379093
140232.0,15.379093
122751.0,15.379093
90194.0,15.379093
128326.0,15.379093
164812.0,15.379093
105175.0,15.379093
71445.0,15.379093
71407.0,15.379093
221658.0,15.379093
71363.0,15.379093
221647.0,15.379093
183319.0,15.379093
134253.0,15.379093
71291.0,15.379093
174093.0,15.379093
105274.0,15.379093
83578.0,15.379093
104849.0,15.379093
72088.0,15.379093
221749.0,15.379093
183239.0,15.379093
104983.0,15.379093
133953.0,15.379093
132139.0,15.379093
184144.0,15.379093
184424.0,15.379093
184428.0,15.379093
184433.0,15.379093
184539.0,15.379093
70203.0,15.379093
70146.0,15.379093
83776.0,15.379093
183760.0,15.379093
183804.0,15.379093
71039.0,15.379093
98896.0,15.379093
134324.0,15.379093
183846.0,15.379093
105503.0,15.379093
72132.0,15.379093
72133.0,15.379093
181942.0,15.379093
174390.0,15.379093
181889.0,15.379093
132465.0,15.379093
73988.0,15.379093
133977.0,15.379093
157073.0,15.379093
132517.0,15.379093
182540.0,15.379093
182545.0,15.379093
72567.0,15.379093
161022.0,15.379093
104571.0,15.379093
156497.0,15.379093
132343.0,15.379093
156330.0,15.379093
156297.0,15.379093
156296.0,15.379093
182168.0,15.379093
156567.0,15.379093
156528.0,15.379093
72847.0,15.379093
186574.0,15.379093
67501.0,15.379093
67469.0,15.379093
154222.0,15.379093
67487.0,15.379093
154231.0,15.379093
173644.0,15.379093
186509.0,15.379093
107130.0,15.379093
107209.0,15.379093
67371.0,15.379093
161481.0,15.379093
154129.0,15.379093
154069.0,15.379093
173604.0,15.379093
67405.0,15.379093
67398.0,15.379093
106917.0,15.379093
67873.0,15.379093
221163.0,15.379093
67941.0,15.379093
107550.0,15.379093
98493.0,15.379093
173541.0,15.379093
187175.0,15.379093
98472.0,15.379093
173454.0,15.379093
107757.0,15.379093
107789.0,15.379093
93115.0,15.379093
84643.0,15.379093
84644.0,15.379093
84647.0,15.379093
166024.0,15.379093
66421.0,15.379093
131768.0,15.379093
66902.0,15.379093
154992.0,15.379093
69340.0,15.379093
185053.0,15.379093
106210.0,15.379093
184966.0,15.379093
69405.0,15.379093
161321.0,15.379093
69105.0,15.379093
69238.0,15.379093
69205.0,15.379093
185228.0,15.379093
154960.0,15.379093
155157.0,15.379093
184693.0,15.379093
184557.0,15.379093
105925.0,15.379093
161258.0,15.379093
184831.0,15.379093
106012.0,15.379093
161248.0,15.379093
131911.0,15.379093
185744.0,15.379093
185745.0,15.379093
68377.0,15.379093
185681.0,15.379093
185730.0,15.379093
186082.0,15.379093
131884.0,15.379093
154451.0,15.379093
106842.0,15.379093
131876.0,15.379093
106862.0,15.379093
186019.0,15.379093
185472.0,15.379093
106370.0,15.379093
68966.0,15.379093
173786.0,15.379093
185345.0,15.379093
173771.0,15.379093
68719.0,15.379093
68635.0,15.379093
181273.0,15.379093
159305.0,15.379093
79310.0,15.379093
177239.0,15.379093
101088.0,15.379093
177546.0,15.379093
165637.0,15.379093
79054.0,15.379093
79021.0,15.379093
79678.0,15.379093
100889.0,15.379093
82066.0,15.379093
79639.0,15.379093
177144.0,15.379093
159406.0,15.379093
177085.0,15.379093
100937.0,15.379093
133949.0,15.379093
133665.0,15.379093
222835.0,15.379093
101623.0,15.379093
222829.0,15.379093
78282.0,15.379093
158753.0,15.379093
178130.0,15.379093
222919.0,15.379093
78711.0,15.379093
177668.0,15.379093
82169.0,15.379093
78770.0,15.379093
78765.0,15.379093
78476.0,15.379093
159007.0,15.379093
165645.0,15.379093
175432.0,15.379093
175888.0,15.379093
223301.0,15.379093
93740.0,15.379093
175933.0,15.379093
176170.0,15.379093
81788.0,15.379093
81789.0,15.379093
100345.0,15.379093
81471.0,15.379093
160206.0,15.379093
160207.0,15.379093
81600.0,15.379093
160084.0,15.379093
223311.0,15.379093
160144.0,15.379093
80665.0,15.379093
176602.0,15.379093
223137.0,15.379093
176547.0,15.379093
80038.0,15.379093
176708.0,15.379093
100752.0,15.379093
223219.0,15.379093
176289.0,15.379093
100562.0,15.379093
80478.0,15.379093
223185.0,15.379093
222302.0,15.379093
75312.0,15.379093
157728.0,15.379093
82870.0,15.379093
103212.0,15.379093
157585.0,15.379093
157621.0,15.379093
180446.0,15.379093
180447.0,15.379093
179984.0,15.379093
157909.0,15.379093
174836.0,15.379093
174759.0,15.379093
222393.0,15.379093
165449.0,15.379093
75821.0,15.379093
180085.0,15.379093
157332.0,15.379093
74470.0,15.379093
74266.0,15.379093
157176.0,15.379093
74279.0,15.379093
174594.0,15.379093
174654.0,15.379093
74693.0,15.379093
180591.0,15.379093
180857.0,15.379093
180742.0,15.379093
174641.0,15.379093
180816.0,15.379093
180817.0,15.379093
77353.0,15.379093
77302.0,15.379093
93543.0,15.379093
178634.0,15.379093
178655.0,15.379093
222676.0,15.379093
77092.0,15.379093
77033.0,15.379093
222754.0,15.379093
77899.0,15.379093
178455.0,15.379093
222714.0,15.379093
158125.0,15.379093
179386.0,15.379093
99440.0,15.379093
76500.0,15.379093
76488.0,15.379093
82733.0,15.379093
82739.0,15.379093
179746.0,15.379093
222473.0,15.379093
76327.0,15.379093
179569.0,15.379093
158066.0,15.379093
179087.0,15.379093
76875.0,15.379093
179165.0,15.379093
76628.0,15.379093
222542.0,15.379093
76658.0,15.379093
76655.0,15.379093
191340.0,15.379093
191311.0,15.379093
61048.0,15.379093
191626.0,15.379093
191648.0,15.379093
191649.0,15.379093
151064.0,15.379093
191429.0,15.379093
110414.0,15.379093
110415.0,15.379093
220081.0,15.379093
151258.0,15.379093
166185.0,15.379093
61282.0,15.379093
61273.0,15.379093
97953.0,15.379093
85580.0,15.379093
60090.0,15.379093
60068.0,15.379093
192334.0,15.379093
192371.0,15.379093
192436.0,15.379093
192274.0,15.379093
220014.0,15.379093
191768.0,15.379093
60571.0,15.379093
150883.0,15.379093
60694.0,15.379093
60678.0,15.379093
60375.0,15.379093
191998.0,15.379093
191925.0,15.379093
60438.0,15.379093
172622.0,15.379093
190276.0,15.379093
62606.0,15.379093
151691.0,15.379093
151861.0,15.379093
85380.0,15.379093
161876.0,15.379093
166082.0,15.379093
152148.0,15.379093
98102.0,15.379093
109532.0,15.379093
189991.0,15.379093
62993.0,15.379093
190736.0,15.379093
190737.0,15.379093
190741.0,15.379093
190593.0,15.379093
190594.0,15.379093
61764.0,15.379093
151362.0,15.379093
151574.0,15.379093
190393.0,15.379093
62285.0,15.379093
109860.0,15.379093
62127.0,15.379093
109866.0,15.379093
62079.0,15.379093
171763.0,15.379093
57227.0,15.379093
194267.0,15.379093
112372.0,15.379093
148882.0,15.379093
171829.0,15.379093
57800.0,15.379093
171805.0,15.379093
149083.0,15.379093
193972.0,15.379093
171807.0,15.379093
86662.0,15.379093
112863.0,15.379093
130656.0,15.379093
194900.0,15.379093
112492.0,15.379093
171694.0,15.379093
194504.0,15.379093
171695.0,15.379093
112428.0,15.379093
150057.0,15.379093
150050.0,15.379093
150049.0,15.379093
111482.0,15.379093
149796.0,15.379093
149838.0,15.379093
149887.0,15.379093
192989.0,15.379093
150252.0,15.379093
192544.0,15.379093
150242.0,15.379093
130992.0,15.379093
111276.0,15.379093
130963.0,15.379093
192644.0,15.379093
172074.0,15.379093
58247.0,15.379093
97617.0,15.379093
193617.0,15.379093
111904.0,15.379093
111630.0,15.379093
193221.0,15.379093
86209.0,15.379093
58458.0,15.379093
149559.0,15.379093
149532.0,15.379093
86208.0,15.379093
193390.0,15.379093
63877.0,15.379093
64484.0,15.379093
108288.0,15.379093
65822.0,15.379093
64470.0,15.379093
64476.0,15.379093
64478.0,15.379093
153006.0,15.379093
153013.0,15.379093
64120.0,15.379093
187811.0,15.379093
153010.0,15.379093
65594.0,15.379093
108879.0,15.379093
65900.0,15.379093
65901.0,15.379093
153506.0,15.379093
65403.0,15.379093
152807.0,15.379093
63850.0,15.379093
63627.0,15.379093
65402.0,15.379093
188111.0,15.379093
131509.0,15.379093
152205.0,15.379093
131539.0,15.379093
66195.0,15.379093
188610.0,15.379093
188611.0,15.379093
152488.0,15.379093
108048.0,15.379093
63350.0,15.379093
153070.0,15.379093
152502.0,15.379093
188471.0,15.379093
134719.0,15.379093
64899.0,15.379093
65679.0,15.379093
152161.0,15.379093
189760.0,15.379093
108345.0,15.379093
134769.0,15.379093
187657.0,15.379093
153020.0,15.379093
220733.0,15.379093
152601.0,15.379093
188788.0,15.379093
143481.0,15.379091
120562.0,15.379091
218009.0,15.379091
167388.0,15.379091
197814.0,15.379091
219078.0,15.379091
158807.0,15.379091
87423.0,15.379091
200137.0,15.379091
187394.0,15.379091
199788.0,15.379091
96442.0,15.379091
62540.0,15.379091
110188.0,15.379091
69355.0,15.379091
173995.0,15.379091
51753.0,15.379089000000002
219796.0,15.379089000000002
94390.0,15.379089000000002
89131.0,15.379089000000002
202346.0,15.379089000000002
128930.0,15.379089000000002
95882.0,15.379089000000002
162996.0,15.379089000000002
72800.0,15.379087
194305.0,15.379087
175072.0,15.379087
114550.0,15.379086
190414.0,15.379086
124439.0,15.379086
65058.0,15.379084
110287.0,15.379084
193618.0,15.379084
94391.0,15.379084
214108.0,15.379084
211472.0,15.379084
162743.0,15.379084
98757.0,15.379084
79608.0,15.379082999999998
119724.0,15.379082999999998
204848.0,15.379082
194027.0,15.379082
181910.0,15.379082
173343.0,15.379082
188276.0,15.379082
95171.0,15.379082
185834.0,15.379081
60030.0,15.379079999999998
134640.0,15.379079999999998
87238.0,15.379079999999998
82061.0,15.379079999999998
214853.0,15.379078
203316.0,15.379078
124671.0,15.379076
130239.0,15.379076
216336.0,15.379076
162256.0,15.37907
190479.0,15.379068
56092.0,15.379068
211143.0,15.379067
123333.0,15.379066
116534.0,15.379066
193610.0,15.379066
69738.0,15.379065
160351.0,15.379060999999998
112081.0,15.379060999999998
190883.0,15.379057
184050.0,15.379055
169689.0,15.379051
184932.0,15.379048999999998
216540.0,15.379044
93934.0,15.379042000000002
216041.0,15.379034
96903.0,15.379031
71687.0,15.379028
52344.0,15.379026
129591.0,15.379026
134378.0,15.379026
163341.0,15.379023000000002
162016.0,15.379017
208890.0,15.379013
76974.0,15.379009
62168.0,15.379008
181122.0,15.3790045
210696.0,15.379
188721.0,15.378998
150818.0,15.378994
195381.0,15.378989
150234.0,15.37898
75265.0,15.378975
197826.0,15.378975
76220.0,15.378973
161197.0,15.37897
184118.0,15.378965
205598.0,15.378962
179693.0,15.378956
76936.0,15.378938
220263.0,15.378929
190557.0,15.378924
150542.0,15.378922
89827.0,15.378919
221795.0,15.378912
177511.0,15.378904
140392.0,15.378896
85725.0,15.37887
79411.0,15.37886
118239.0,15.378853
209780.0,15.378846
177057.0,15.378846
51177.0,15.378828
222464.0,15.378815
53261.0,15.37879
220718.0,15.378717000000002
158661.0,15.3787
219095.0,15.378695
119129.0,15.378691
150365.0,15.378691
163476.0,15.37869
190322.0,15.378687
183386.0,15.378675
83247.0,15.378629
56991.0,15.378592
105161.0,15.378589000000002
200639.0,15.378588
68149.0,15.37858
206195.0,15.378555
65701.0,15.378532
114410.0,15.378466
174633.0,15.378435
73250.0,15.3784275
170533.0,15.378403
73375.0,15.378376
134233.0,15.378313
84149.0,15.378263
175103.0,15.378218
51343.0,15.378216
183923.0,15.378056
59370.0,15.37805
206436.0,15.378003
131562.0,15.377995
113356.0,15.377991
55041.0,15.377989
103088.0,15.377958
93617.0,15.377952
159312.0,15.377869
208688.0,15.377861
123647.0,15.377822
72535.0,15.377776999999998
171689.0,15.377715
81720.0,15.377592000000002
112976.0,15.377577
190324.0,15.377548
144543.0,15.377498
139717.0,15.377445000000002
211844.0,15.377351999999998
158167.0,15.377314000000002
179082.0,15.377127
113737.0,15.377121
199922.0,15.377061
211312.0,15.377031
193134.0,15.376582999999998
138956.0,15.376363
138029.0,15.376009
75555.0,15.375982
129395.0,15.375662
120719.0,15.375564
216190.0,15.375405
75677.0,15.375324
111040.0,15.374707999999998
197778.0,15.374502
213799.0,15.374435
199238.0,15.374202
139226.0,15.37395
221574.0,15.373802
96575.0,15.373608
136130.0,15.373452
135638.0,15.372816
192381.0,15.371878
183628.0,15.371592499999998
78465.0,15.371332
197096.0,15.371323
155573.0,15.371269
181091.0,15.3709755
142244.0,15.370907999999998
201658.0,15.370184
131724.0,15.369951
194246.0,15.369939000000002
199408.0,15.368524
195159.0,15.368294
101455.0,15.368167
197494.0,15.367833
176220.0,15.367513
101056.0,15.365976000000002
122883.0,15.365906
133223.0,15.365591
199127.0,15.365426
186393.0,15.365317999999998
195051.0,15.365034
131105.0,15.364983
142811.0,15.364981
132175.0,15.362659
55982.0,15.362634
206017.0,15.361596
82998.0,15.361393
138411.0,15.361328
88363.0,15.361262
80792.0,15.360779
218037.0,15.358833
166938.0,15.354937
165650.0,15.354664
57034.0,15.35351
58779.0,15.352893
60649.0,15.352667000000002
130954.0,15.351568
150047.0,15.347343
211311.0,15.345865
199189.0,15.341257999999998
140646.0,15.337082
146529.0,15.334774
83964.0,15.332363
117584.0,15.326202
90785.0,15.321791
107773.0,15.319552
58275.0,15.316593
182255.0,15.309444
194712.0,15.308869
221358.0,15.307472
133820.0,15.306
72707.0,15.301716
174157.0,15.299643
65150.0,15.2993
130606.0,15.298201
209860.0,15.29299
181179.0,15.289497
193703.0,15.287765
177285.0,15.268451
72763.0,15.266377
116049.0,15.264029
76652.0,15.261334
153791.0,15.258710999999998
141523.0,15.252332
121001.0,15.251853
146251.0,15.245615
197200.0,15.245482
62541.0,15.245167000000002
201763.0,15.235906
180539.0,15.230696
96663.0,15.220947
50428.0,15.191498
169058.0,15.190235
166115.0,15.185163500000002
68990.0,15.164948
204900.0,15.15908
168433.0,15.149147
93797.0,15.144553
94459.0,15.128878
160701.0,15.094379
191053.0,15.087119
148076.0,15.087105
88753.0,15.079195
148342.0,15.070777
185782.0,15.046156
78685.0,15.038668
179357.0,15.029444
125251.0,14.995897
127701.0,14.991785
54236.0,14.972727
152394.0,14.941288
195857.0,14.923425
78841.0,14.921598
222830.0,14.91478
165841.0,14.870727
72373.0,14.844758
198633.0,14.811596
55172.0,14.798945000000002
135242.0,14.792699
154954.0,14.789298
210045.0,14.784643
52267.0,14.723544
138614.0,14.690043
161527.0,14.536463
214358.0,14.504484
213780.0,14.486582
196992.0,14.475031
65966.0,14.4605465
68359.0,14.395782
172177.0,14.338632999999998
140042.0,14.323613
161965.0,14.274458
165889.0,14.252032
150654.0,14.250153
69488.0,14.201298
207354.0,14.191069
67153.0,14.1795
220472.0,14.167416
172651.0,14.11025
135858.0,13.905523
193457.0,13.863631
120309.0,13.848904
76870.0,13.831709
160302.0,13.792063
156529.0,13.742917000000002
204166.0,13.570823
106816.0,13.570719
189138.0,13.439672
124008.0,13.418292999999998
194549.0,13.331047
94799.0,13.311512
204427.0,13.202382
82477.0,13.044027
151778.0,13.029085
222717.0,13.000187
202488.0,12.894305
158816.0,12.604145
221159.0,12.586147
87808.0,12.43408
54752.0,12.421143
217597.0,12.295888
97257.0,12.159561
162959.0,12.076443
198764.0,11.979568
219641.0,11.898849
167250.0,11.866905
123460.0,11.669268
67949.0,11.511358
91429.0,11.504866
93340.0,11.470766
168441.0,11.421942
74118.0,11.089029
221218.0,10.929571
51316.0,10.903974
143359.0,10.847015
124011.0,10.8451805
198777.0,10.627068
118111.0,10.550257
200580.0,10.499471
49883.0,10.321076
181424.0,10.302807
51791.0,10.2367325
163225.0,10.224369
161640.0,9.863083
157120.0,9.833246
194076.0,9.811607
103112.0,9.796322
139607.0,9.610511
99700.0,9.541396
82734.0,9.45783
134480.0,9.283007
139384.0,9.1739855
67393.0,9.135305
156224.0,9.099049
155155.0,9.097305
112704.0,8.948111
157202.0,8.9458
63200.0,8.942198
69937.0,8.922976
86674.0,8.903181
177756.0,8.827976
146804.0,8.827722
75570.0,8.808389
222460.0,8.651065
201152.0,8.598428
219743.0,8.584458999999999
104478.0,8.518766000000001
66760.0,8.518236
82687.0,8.51569
190505.0,8.464853
201618.0,8.443805000000001
123915.0,8.345963000000001
181494.0,8.333052
95784.0,8.328725
59679.0,8.307829
90397.0,8.305332
208447.0,8.29781
199470.0,8.246616
80185.0,8.205100999999999
199881.0,8.1409645
214630.0,8.123358
56503.0,8.104307
103582.0,8.095006
201528.0,8.093178
102319.0,8.082355
108827.0,8.07324
134331.0,8.071731
200330.0,8.060003
138640.0,8.043461
103117.0,8.0406
177838.0,8.031975
202413.0,8.016587
179927.0,8.014786
198661.0,8.000422
183050.0,7.9793615
209239.0,7.9723415
212173.0,7.971651
145239.0,7.9694963
50850.0,7.9516973
151245.0,7.937602
149981.0,7.914691
107745.0,7.905768400000001
208895.0,7.894433999999999
108619.0,7.868361500000002
141755.0,7.86742
121796.0,7.864238
82375.0,7.863371000000001
222414.0,7.860713
190672.0,7.856026600000001
62539.0,7.8546457
143179.0,7.849059599999999
209252.0,7.841166
173914.0,7.8353863
155014.0,7.822817
53773.0,7.816577
62869.0,7.814937599999999
119479.0,7.8080729999999985
93044.0,7.8068300000000015
52281.0,7.803564999999999
170110.0,7.782048
50315.0,7.7733307
54774.0,7.772570599999999
148142.0,7.766149499999999
174441.0,7.760668799999999
124962.0,7.756873
176268.0,7.756700500000001
87529.0,7.7520237
206194.0,7.7446027000000015
58267.0,7.743264999999999
132264.0,7.7399073
216403.0,7.737052
111671.0,7.7339125
177985.0,7.733517599999999
217667.0,7.7325487000000015
122965.0,7.732276
208277.0,7.7285175000000015
95713.0,7.7202406
204170.0,7.719842
146266.0,7.718539
94128.0,7.71693
200563.0,7.7159330000000015
126174.0,7.713681699999999
66726.0,7.7134557
165459.0,7.710559
98492.0,7.710394
84055.0,7.710375
144358.0,7.708984
191956.0,7.708829400000001
217407.0,7.708188000000002
124213.0,7.706935
197873.0,7.706539
203634.0,7.705331299999999
113552.0,7.703419999999999
158660.0,7.7024174
75264.0,7.701909
123170.0,7.701845
80295.0,7.701648700000002
219691.0,7.7014747
49727.0,7.701268700000001
98042.0,7.6989402999999985
201333.0,7.698641999999999
188662.0,7.6979065
178706.0,7.697611999999999
115875.0,7.696365400000001
150877.0,7.694948700000001
65959.0,7.694641000000002
198132.0,7.6943902999999985
125451.0,7.6941605
62251.0,7.6937536999999985
120561.0,7.69372
206073.0,7.6935395999999985
205619.0,7.693502400000002
77826.0,7.6933317
212452.0,7.693142999999999
93199.0,7.6930118
50304.0,7.692788
195785.0,7.6926494
153076.0,7.6926217
66894.0,7.692605
219835.0,7.692446
205870.0,7.6922380000000015
205186.0,7.692172999999999
96665.0,7.6921177
155287.0,7.6918134999999985
222237.0,7.691770599999999
185483.0,7.691325
220734.0,7.691273700000001
70628.0,7.6910977
135280.0,7.691045
101757.0,7.690997
84432.0,7.690987599999999
81472.0,7.690912700000001
121582.0,7.690896
122428.0,7.690883
165899.0,7.6906796
153793.0,7.6905375
161000.0,7.6905100000000015
165421.0,7.690509299999999
134604.0,7.690496400000002
201433.0,7.690378
218510.0,7.6903105
195070.0,7.690175999999999
97927.0,7.690106399999999
108318.0,7.690098
153871.0,7.690092
156736.0,7.690084
87673.0,7.690082
161249.0,7.6899242
223019.0,7.6899242
152317.0,7.6899229999999985
216100.0,7.689893
64972.0,7.689891999999999
208612.0,7.689842
70196.0,7.689833599999999
171560.0,7.689831699999999
117169.0,7.6898007
183627.0,7.689785
65024.0,7.6897826
126365.0,7.689774000000001
87796.0,7.689764999999999
193951.0,7.689761
211745.0,7.6897283
222384.0,7.689706
82430.0,7.6896825
177044.0,7.6896815
117597.0,7.6896815
153942.0,7.689681
69769.0,7.689678999999999
100197.0,7.689678999999999
79022.0,7.6896744
62527.0,7.6896615000000015
94751.0,7.6896534
192680.0,7.689645
189625.0,7.689632
96040.0,7.6896276
221094.0,7.689622999999999
220279.0,7.689622
62681.0,7.689619
172525.0,7.6896167
155377.0,7.689613
69557.0,7.689611999999999
58327.0,7.689607
141881.0,7.6896057
173534.0,7.689603999999999
127711.0,7.689603
155898.0,7.689601
207570.0,7.6896
102387.0,7.689589999999999
145794.0,7.689589
187411.0,7.689585000000001
123641.0,7.689584700000001
211641.0,7.689584
165443.0,7.689583
81447.0,7.689580999999999
185969.0,7.68958
216376.0,7.689575
114620.0,7.689573299999997
93114.0,7.6895704
67511.0,7.6895685
178905.0,7.6895685
120955.0,7.6895685
147002.0,7.689567599999997
210072.0,7.689565700000001
195207.0,7.689564999999999
212795.0,7.6895633
74168.0,7.6895630000000015
86267.0,7.6895630000000015
174238.0,7.689562
55708.0,7.689562
133721.0,7.689561
196727.0,7.68956
193564.0,7.6895539999999984
184933.0,7.6895539999999984
177510.0,7.689553299999999
167772.0,7.689553299999999
211754.0,7.6895523
111778.0,7.6895523
132335.0,7.6895523
150569.0,7.6895523
181150.0,7.689551400000001
122160.0,7.6895504
163171.0,7.6895504
139709.0,7.6895494000000015
150048.0,7.6895494000000015
101614.0,7.6895494000000015
219759.0,7.6895494000000015
210625.0,7.6895485
126957.0,7.6895485
137227.0,7.6895485
67241.0,7.6895485
181351.0,7.6895485
